ProductId,Date,Sales,COGS,Gross Margin,Marketing,Total Expenses,Profit,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
6,2022-12-02,56,24,32,7,19,13,567,30,30,40,70,262
1,2022-12-02,145,65,80,24,58,22,403,30,60,80,140,715
2,2022-12-02,250,105,145,95,125,20,716,30,100,140,240,715
3,2022-12-02,195,83,112,27,55,57,575,70,80,110,190,715
11,2022-12-02,123,50,73,14,26,47,898,50,50,70,120,860
13,2022-12-02,82,33,49,9,21,28,818,40,30,50,80,959
9,2022-12-02,153,68,85,25,58,27,619,20,50,60,110,475
10,2022-12-02,139,63,76,19,40,36,1075,40,40,60,100,475
5,2022-12-02,131,55,76,49,78,-2,627,10,50,70,120,475
6,2022-12-02,114,49,65,16,44,21,392,40,40,70,110,959
2,2022-12-02,289,115,174,37,69,105,1166,110,100,160,260,203
11,2022-12-02,75,30,45,8,19,26,882,30,30,40,70,813
13,2022-12-02,85,34,51,9,21,30,863,40,30,50,80,863
8,2022-12-02,56,24,32,7,20,12,567,20,10,30,40,772
9,2022-12-02,145,65,80,24,57,23,403,20,40,60,100,954
10,2022-12-02,176,80,96,24,46,50,1079,30,60,60,120,561
5,2022-12-02,250,105,145,95,124,21,716,30,100,140,240,305
6,2022-12-02,195,83,112,27,54,58,575,70,80,110,190,407
2,2022-12-02,221,88,133,29,60,73,817,80,70,120,190,754
3,2022-12-02,320,134,186,41,64,122,690,110,120,160,280,813
11,2022-12-02,82,33,49,9,20,29,870,40,30,50,80,617
13,2022-12-02,73,29,44,8,19,25,490,30,30,40,70,857
9,2022-12-02,103,46,57,17,50,7,422,10,30,40,70,508
5,2022-12-02,99,47,52,42,72,-20,571,-10,40,50,90,339
7,2022-12-02,306,153,153,42,66,87,1319,80,150,140,290,351
2,2022-12-02,510,67,443,22,53,390,-3534,360,60,390,450,351
11,2022-12-02,41,16,25,4,15,10,851,20,10,30,40,603
13,2022-12-02,43,0,43,0,11,32,344,30,0,40,40,603
9,2022-12-02,88,39,49,14,47,2,250,10,20,40,60,603
5,2022-12-02,118,49,69,44,73,-4,335,10,40,70,110,603
7,2022-12-02,45,20,25,7,41,-16,218,0,10,30,40,603
1,2022-12-02,127,52,75,16,38,37,327,50,40,70,110,603
2,2022-12-02,122,48,74,15,46,28,462,30,40,60,100,603
11,2022-12-02,210,86,124,24,35,89,1003,90,90,120,210,716
12,2022-12-02,302,123,179,34,46,133,959,150,120,190,310,718
13,2022-12-02,133,54,79,15,27,52,601,60,50,80,130,518
9,2022-12-02,747,294,453,111,144,309,1727,210,220,320,540,607
10,2022-12-02,148,241,-93,74,96,-189,5121,-150,180,-80,100,716
5,2022-12-02,66,135,-69,122,155,-224,3641,-210,130,-70,60,212
7,2022-12-02,657,250,407,70,95,312,723,320,240,400,640,718
2,2022-12-02,699,279,420,97,149,271,2642,250,250,370,620,845
2,2022-12-02,120,49,71,13,25,46,845,70,50,90,140,318
3,2022-12-02,85,34,51,9,20,31,863,50,40,60,100,225
8,2022-12-02,214,94,120,31,43,77,540,70,80,110,190,225
9,2022-12-02,153,68,85,25,59,26,619,30,60,80,140,985
4,2022-12-02,131,55,76,49,79,-3,-1053,0,40,60,100,985
5,2022-12-02,107,41,66,12,35,31,320,20,30,50,80,985
6,2022-12-02,106,43,63,13,36,27,466,20,30,50,80,225
2,2022-12-02,122,48,74,15,47,27,462,50,50,90,140,505
3,2022-12-02,160,92,68,28,52,16,1898,40,100,90,190,505
8,2022-12-02,41,16,25,4,16,9,851,10,10,20,30,505
9,2022-12-02,69,31,38,9,31,7,1009,20,20,40,60,505
4,2022-12-02,45,20,25,7,40,-15,-598,-10,10,20,30,505
5,2022-12-02,118,49,69,44,74,-5,335,10,30,60,90,505
6,2022-12-02,89,38,51,12,39,12,256,0,30,30,60,505
2,2022-12-02,185,81,104,26,38,66,551,100,90,130,220,405
3,2022-12-02,82,33,49,9,21,28,870,50,30,60,90,580
8,2022-12-02,145,65,80,24,58,22,403,20,60,70,130,405
9,2022-12-02,250,105,145,95,125,20,716,30,90,140,230,580
4,2022-12-02,320,134,186,41,65,121,-2248,90,100,140,240,918
5,2022-12-02,73,29,44,8,20,24,490,20,20,30,50,580
6,2022-12-02,221,88,133,29,61,72,817,60,60,110,170,405
2,2022-12-02,525,241,284,74,96,188,1321,240,280,340,620,972
3,2022-12-02,99,43,56,14,26,30,531,40,50,60,110,682
8,2022-12-02,127,54,73,17,45,28,424,30,50,60,110,469
9,2022-12-02,101,41,60,13,36,24,435,30,30,60,90,214
4,2022-12-02,168,67,101,22,54,47,-1239,30,50,70,120,512
5,2022-12-02,302,123,179,34,46,133,959,110,90,140,230,972
6,2022-12-02,133,54,79,15,27,52,601,40,40,60,100,214
8,2022-12-02,127,52,75,16,39,36,327,40,40,70,110,435
9,2022-12-02,122,48,74,15,46,28,462,40,40,70,110,801
10,2022-12-02,160,92,68,28,51,17,1898,20,80,60,140,435
11,2022-12-02,118,49,69,44,73,-4,335,0,30,50,80,435
12,2022-12-02,89,38,51,12,39,12,256,10,20,40,60,801
13,2022-12-02,45,20,25,7,40,-15,218,0,10,20,30,435
1,2022-12-02,139,63,76,19,40,36,1075,50,70,90,160,435
2,2022-12-02,114,49,65,16,44,21,392,50,50,80,130,801
3,2022-12-02,153,68,85,25,59,26,619,50,80,100,180,435
4,2022-12-02,77,31,46,8,20,26,844,30,30,40,70,435
5,2022-12-02,214,94,120,31,43,77,540,70,90,110,200,435
6,2022-12-02,123,50,73,14,26,47,898,50,40,70,110,435
8,2022-12-02,210,86,124,24,35,89,1003,80,80,110,190,626
9,2022-12-02,525,241,284,74,96,188,1321,170,220,260,480,415
10,2022-12-02,99,43,56,14,27,29,531,30,40,50,90,805
11,2022-12-02,302,123,179,34,45,134,959,110,90,130,220,916
12,2022-12-02,133,54,79,15,26,53,601,50,30,60,90,619
13,2022-12-02,168,67,101,22,54,47,677,50,40,80,120,213
1,2022-12-02,102,127,-25,40,63,-88,2947,-90,150,-30,120,951
2,2022-12-02,699,279,420,97,149,271,2642,350,330,500,830,707
3,2022-12-02,192,224,-32,73,117,-149,4216,-150,260,-40,220,714
4,2022-12-02,501,250,251,70,94,157,1820,160,240,240,480,916
5,2022-12-02,322,135,187,122,156,31,940,40,130,180,310,530
6,2022-12-02,576,247,329,81,113,216,1744,210,240,310,550,209
8,2022-12-02,322,135,187,122,155,32,940,30,120,170,290,702
9,2022-12-02,534,224,310,73,116,194,1191,170,210,280,490,775
10,2022-12-02,312,127,185,40,63,122,830,120,120,170,290,775
11,2022-12-02,576,247,329,81,114,215,1744,150,180,240,420,702
12,2022-12-02,501,250,251,70,94,157,1820,100,180,180,360,702
13,2022-12-02,31,294,-294,111,145,-408,8252,-320,210,-210,0,775
2,2022-12-02,88,39,49,14,48,1,250,20,40,60,100,775
3,2022-12-02,69,31,38,9,30,8,1009,30,30,50,80,702
4,2022-12-02,43,0,43,0,12,31,344,30,0,40,40,702
5,2022-12-02,41,16,25,4,15,10,851,10,10,20,30,775
6,2022-12-02,58,23,35,6,18,17,807,20,20,30,50,702
8,2022-12-02,60,24,36,6,17,19,829,20,20,30,50,541
9,2022-12-02,185,81,104,26,38,66,551,70,70,100,170,541
11,2022-12-02,73,29,44,8,19,25,490,30,20,30,50,971
12,2022-12-02,221,88,133,29,60,73,817,60,60,100,160,971
13,2022-12-02,320,134,186,41,65,121,690,100,90,140,230,503
1,2022-12-02,112,47,65,42,72,-7,521,20,50,80,130,503
2,2022-12-02,98,41,57,13,56,1,482,20,40,70,110,503
3,2022-12-02,101,41,60,13,35,25,435,50,40,80,120,503
4,2022-12-02,103,46,57,17,51,6,422,10,40,50,90,971
5,2022-12-02,127,54,73,17,45,28,424,40,50,70,120,503
6,2022-12-02,306,153,153,42,66,87,1319,80,150,140,290,971
8,2022-12-02,289,115,174,37,69,105,1166,110,100,160,260,509
9,2022-12-02,120,49,71,13,25,46,845,50,40,70,110,425
11,2022-12-02,107,41,66,12,36,30,320,20,30,40,70,509
12,2022-12-02,106,43,63,13,35,28,466,20,30,40,70,509
13,2022-12-02,131,55,76,49,79,-3,627,-10,40,50,90,360
2,2022-12-02,176,72,104,23,46,58,461,80,80,120,200,253
3,2022-12-02,250,105,145,95,125,20,716,50,120,170,290,509
4,2022-12-02,56,24,32,7,19,13,567,20,20,30,50,253
5,2022-12-02,145,65,80,24,57,23,403,30,60,80,140,509
6,2022-12-02,176,80,96,24,45,51,1079,60,70,100,170,253
8,2023-01-02,382,170,171,47,76,154,1091,110,140,160,300,720
9,2023-01-02,168,63,87,57,91,0,435,20,50,80,130,720
10,2023-01-02,157,60,80,19,49,51,336,40,50,70,120,970
11,2023-01-02,145,58,72,22,58,26,338,20,40,70,110,719
12,2023-01-02,157,64,76,19,42,56,965,40,50,70,120,719
13,2023-01-02,112,44,56,14,27,47,623,30,30,50,80,303
5,2023-01-02,150,54,80,15,27,84,456,70,60,90,150,720
6,2023-01-02,201,72,108,23,58,83,558,80,80,130,210,719
1,2023-01-02,245,89,130,24,38,146,777,100,90,130,220,719
2,2023-01-02,213,83,107,27,41,106,623,80,80,110,190,720
3,2023-01-02,262,95,139,26,40,157,821,110,100,140,240,719
8,2023-01-02,245,89,130,24,37,148,777,100,70,120,190,773
9,2023-01-02,213,83,107,27,41,106,623,60,70,90,160,773
10,2023-01-02,262,95,139,26,40,157,821,100,80,120,200,224
11,2023-01-02,150,54,80,15,28,83,456,50,40,70,110,217
12,2023-01-02,201,72,108,23,57,84,558,40,60,90,150,815
5,2023-01-02,611,234,312,77,114,316,1310,260,270,370,640,312
6,2023-01-02,510,228,228,63,92,218,1459,180,260,270,530,773
2,2023-01-02,386,144,201,47,94,173,862,130,150,210,360,815
3,2023-01-02,262,95,139,30,55,136,608,100,100,140,240,217
8,2023-01-02,611,234,312,77,116,315,1310,200,200,280,480,641
9,2023-01-02,262,95,139,30,56,134,608,90,80,120,200,641
11,2023-01-02,510,228,228,63,91,220,1459,140,190,210,400,319
12,2023-01-02,611,245,301,93,132,273,1419,160,210,270,480,641
5,2023-01-02,48,17,26,4,16,17,777,30,10,40,50,563
6,2023-01-02,48,17,26,4,17,16,777,30,10,40,50,515
1,2023-01-02,50,18,27,5,17,17,821,20,10,30,40,563
2,2023-01-02,69,28,34,8,30,8,965,20,20,40,60,641
3,2023-01-02,60,23,31,7,20,19,623,20,20,30,50,515
8,2023-01-02,101,37,53,34,67,-17,261,0,30,40,70,573
9,2023-01-02,111,88,11,27,52,-61,525,-20,70,10,80,314
11,2023-01-02,92,35,47,11,40,14,196,10,30,40,70,573
12,2023-01-02,73,29,36,11,47,-14,169,-10,20,30,50,660
13,2023-01-02,85,34,42,12,48,-6,197,0,20,40,60,816
5,2023-01-02,138,50,73,14,26,75,821,70,50,90,140,573
6,2023-01-02,128,46,68,12,24,70,777,60,50,80,130,573
2,2023-01-02,213,85,105,32,69,61,494,40,90,100,190,314
3,2023-01-02,190,78,92,24,47,73,965,50,80,90,170,314
8,2023-01-02,90,32,48,8,20,45,456,50,20,50,70,567
9,2023-01-02,90,32,48,8,20,45,821,50,20,50,70,614
11,2023-01-02,235,84,126,27,61,106,651,60,70,110,180,513
12,2023-01-02,224,84,116,26,51,104,500,60,70,100,170,567
5,2023-01-02,382,170,171,47,76,154,1091,140,190,210,400,234
6,2023-01-02,145,58,72,22,59,25,338,40,60,90,150,937
1,2023-01-02,157,60,80,19,48,53,336,50,60,80,140,330
2,2023-01-02,157,57,83,18,43,65,364,50,60,80,140,614
3,2023-01-02,168,63,87,57,91,0,435,20,60,90,150,513
8,2023-01-02,201,67,113,20,45,109,400,80,50,100,150,715
9,2023-01-02,91,33,48,9,21,44,777,50,20,50,70,608
11,2023-01-02,168,61,89,19,44,73,390,50,50,80,130,608
12,2023-01-02,201,75,105,68,103,11,522,10,60,90,150,262
5,2023-01-02,168,69,81,21,45,59,965,50,80,90,170,262
6,2023-01-02,123,48,62,15,29,53,623,50,50,70,120,715
1,2023-01-02,134,54,66,20,56,20,312,30,50,70,120,608
2,2023-01-02,213,79,111,72,107,14,551,20,80,110,190,715
3,2023-01-02,201,77,103,25,55,79,432,60,80,100,180,414
9,2023-01-02,213,85,105,32,68,62,494,40,60,80,140,860
10,2023-01-02,190,78,92,24,47,73,965,50,50,80,130,860
11,2023-01-02,138,50,73,14,27,73,821,60,50,80,130,959
13,2023-01-02,105,38,56,10,22,55,777,40,40,60,100,475
5,2023-01-02,201,75,105,68,103,11,522,20,70,100,170,203
6,2023-01-02,145,55,75,18,47,47,312,40,50,70,120,203
2,2023-01-02,347,124,186,40,75,179,961,130,110,180,290,959
8,2023-01-02,123,48,62,15,29,53,623,30,30,50,80,850
9,2023-01-02,134,54,66,20,56,20,312,20,40,50,90,904
10,2023-01-02,168,69,81,21,44,61,965,40,50,60,110,321
11,2023-01-02,90,32,48,8,21,44,821,40,30,50,80,239
13,2023-01-02,91,33,48,9,21,44,777,40,30,50,80,239
5,2023-01-02,213,79,111,72,107,14,551,30,70,110,180,239
6,2023-01-02,201,77,103,25,56,78,432,60,70,100,170,305
2,2023-01-02,235,84,126,27,61,106,651,70,80,110,190,813
3,2023-01-02,224,84,116,26,51,104,500,70,80,110,190,386
9,2023-01-02,145,58,72,22,58,26,338,30,40,60,100,781
11,2023-01-02,90,32,48,8,20,45,821,40,30,50,80,781
13,2023-01-02,90,32,48,8,20,45,456,40,30,50,80,978
5,2023-01-02,141,63,63,57,90,-36,435,-10,60,60,120,617
7,2023-01-02,382,170,171,47,75,156,1091,110,160,170,330,617
2,2023-01-02,553,72,422,23,58,572,558,360,60,400,460,413
9,2023-01-02,85,34,42,12,48,-6,197,0,20,30,50,603
11,2023-01-02,50,18,27,5,18,16,821,20,10,30,40,603
13,2023-01-02,48,17,26,4,16,17,777,20,10,30,40,603
5,2023-01-02,101,37,53,34,66,-16,261,0,30,50,80,603
7,2023-01-02,73,29,36,11,46,-12,169,0,20,40,60,603
1,2023-01-02,104,38,55,12,37,31,241,30,30,50,80,603
2,2023-01-02,134,48,72,15,49,39,372,40,40,70,110,603
9,2023-01-02,540,245,238,93,133,173,1419,100,180,190,370,516
10,2023-01-02,201,207,-27,64,90,-176,965,-70,150,-10,140,516
11,2023-01-02,262,95,139,26,40,157,821,120,100,150,250,607
12,2023-01-02,245,89,130,24,38,146,777,110,90,140,230,716
13,2023-01-02,150,54,80,15,27,84,456,70,50,90,140,212
5,2023-01-02,68,105,-44,95,134,-268,725,-170,100,-50,50,516
7,2023-01-02,548,228,262,63,91,273,1459,200,210,270,480,516
2,2023-01-02,759,271,407,94,152,408,2101,260,260,380,640,518
8,2023-01-02,125,49,63,16,29,55,623,40,40,60,100,318
9,2023-01-02,213,85,105,32,68,62,494,40,80,100,180,318
2,2023-01-02,95,34,51,9,22,47,777,50,40,60,100,337
3,2023-01-02,91,33,48,9,21,44,777,50,40,60,100,318
4,2023-01-02,201,75,105,68,102,12,522,10,60,90,150,504
5,2023-01-02,201,67,113,20,45,109,400,80,50,100,150,225
6,2023-01-02,168,61,89,19,43,75,390,50,50,70,120,337
8,2023-01-02,50,18,27,5,17,17,821,20,10,30,40,505
9,2023-01-02,69,28,34,8,32,6,965,20,20,40,60,505
2,2023-01-02,134,48,72,15,48,41,372,50,60,90,150,505
3,2023-01-02,111,88,11,27,52,-61,525,-30,110,10,120,505
4,2023-01-02,73,29,36,11,46,-12,169,0,20,30,50,505
5,2023-01-02,101,37,53,34,66,-16,261,-10,30,40,70,505
6,2023-01-02,92,35,47,11,40,14,196,10,30,40,70,505
8,2023-01-02,134,54,66,20,56,20,312,20,50,60,110,918
9,2023-01-02,213,79,111,72,106,16,551,30,70,110,180,405
2,2023-01-02,112,44,56,14,28,45,623,50,50,70,120,580
3,2023-01-02,90,32,48,8,21,44,821,50,40,60,100,918
4,2023-01-02,224,84,116,26,52,103,500,70,70,100,170,405
5,2023-01-02,90,32,48,8,21,44,456,40,20,40,60,580
6,2023-01-02,235,84,126,27,62,104,651,70,70,110,180,405
8,2023-01-02,157,60,80,19,49,51,336,50,50,80,130,281
9,2023-01-02,157,57,83,18,43,65,364,50,50,80,130,254
2,2023-01-02,506,207,245,64,90,248,965,220,260,300,560,682
3,2023-01-02,213,83,107,27,41,106,623,100,100,130,230,361
4,2023-01-02,201,72,108,23,58,83,558,50,60,90,150,806
5,2023-01-02,245,89,130,24,37,148,777,90,70,110,180,512
6,2023-01-02,150,54,80,15,27,84,456,60,40,70,110,409
8,2023-01-02,104,38,55,12,36,33,241,30,30,50,80,435
9,2023-01-02,134,48,72,15,49,39,372,30,40,60,100,435
10,2023-01-02,111,88,11,27,54,-62,525,-30,70,10,80,435
11,2023-01-02,101,37,53,34,66,-16,261,0,20,40,60,435
12,2023-01-02,92,35,47,11,40,14,196,10,20,30,50,801
13,2023-01-02,73,29,36,11,47,-14,169,10,10,30,40,435
6,2023-01-02,138,50,73,14,27,73,821,50,40,70,110,435
1,2023-01-02,190,78,92,24,47,73,965,80,90,120,210,801
2,2023-01-02,145,55,75,18,47,47,312,70,60,100,160,435
3,2023-01-02,213,85,105,32,69,61,494,70,100,130,230,801
4,2023-01-02,128,46,68,12,25,69,777,40,40,60,100,435
5,2023-01-02,125,49,63,16,30,53,623,40,40,60,100,435
8,2023-01-02,262,95,139,26,39,159,821,100,80,120,200,650
9,2023-01-02,506,207,245,64,89,249,965,160,170,220,390,530
10,2023-01-02,213,83,107,27,42,104,623,60,70,90,160,650
11,2023-01-02,245,89,130,24,38,146,777,80,50,90,140,562
12,2023-01-02,150,54,80,15,27,84,456,60,30,60,90,707
13,2023-01-02,201,72,108,23,57,84,558,50,40,80,120,650
6,2023-01-02,611,234,312,77,114,316,1310,200,220,300,520,951
1,2023-01-02,162,95,50,30,55,-3,608,30,110,70,180,209
2,2023-01-02,759,271,407,94,152,408,2101,370,340,500,840,949
3,2023-01-02,132,144,-26,47,96,-182,862,-120,180,-40,140,310
4,2023-01-02,510,228,228,63,92,218,1459,150,210,220,430,323
5,2023-01-02,280,105,145,95,134,26,725,20,100,140,240,530
8,2023-01-02,280,105,145,95,135,25,725,30,90,130,220,775
9,2023-01-02,386,144,201,47,94,173,862,120,120,180,300,775
10,2023-01-02,262,95,139,30,56,134,608,90,80,120,200,775
11,2023-01-02,611,234,312,77,114,316,1310,150,150,220,370,702
12,2023-01-02,510,228,228,63,91,220,1459,100,150,160,310,775
13,2023-01-02,19,245,-245,93,132,-552,1419,-240,160,-160,0,775
6,2023-01-02,48,17,26,4,16,17,777,20,10,30,40,702
2,2023-01-02,85,34,42,12,47,-5,197,10,40,50,90,775
3,2023-01-02,69,28,34,8,32,6,965,20,30,40,70,702
4,2023-01-02,48,17,26,4,16,17,777,20,10,30,40,702
5,2023-01-02,50,18,27,5,18,16,821,20,10,30,40,775
8,2023-01-02,101,36,54,10,22,51,777,40,30,40,70,503
9,2023-01-02,112,44,56,14,28,45,623,30,30,50,80,503
11,2023-01-02,90,32,48,8,21,44,456,30,20,30,50,541
12,2023-01-02,235,84,126,27,61,106,651,60,50,90,140,503
13,2023-01-02,224,84,116,26,51,104,500,50,50,80,130,541
6,2023-01-02,382,170,171,47,76,154,1091,100,160,160,320,971
1,2023-01-02,168,63,87,57,90,2,435,40,70,110,180,503
2,2023-01-02,179,67,93,22,68,44,400,60,80,120,200,503
3,2023-01-02,157,57,83,18,43,65,364,70,70,100,170,971
4,2023-01-02,145,58,72,22,59,25,338,20,50,70,120,503
5,2023-01-02,157,60,80,19,49,51,336,50,50,80,130,503
8,2023-01-02,347,124,186,40,75,179,961,120,100,170,270,509
9,2023-01-02,95,34,51,9,22,47,777,50,20,50,70,360
11,2023-01-02,201,67,113,20,45,109,400,50,40,80,120,253
12,2023-01-02,168,61,89,19,43,75,390,40,40,60,100,206
13,2023-01-02,201,75,105,68,102,12,522,20,40,80,120,425
4,2023-01-02,123,48,62,15,28,55,623,40,40,60,100,206
5,2023-01-02,134,54,66,20,56,20,312,20,50,60,110,206
6,2023-01-02,168,69,81,21,44,61,965,60,60,80,140,425
2,2023-01-02,145,53,77,16,41,59,338,70,60,100,160,206
3,2023-01-02,213,79,111,72,107,14,551,60,90,140,230,509
8,2023-02-02,362,170,170,47,71,147,1073,100,140,150,290,970
9,2023-02-02,137,54,75,49,78,-4,427,10,40,70,110,970
10,2023-02-02,149,60,80,19,47,49,329,40,50,70,120,719
11,2023-02-02,141,59,73,22,55,27,331,10,50,60,110,970
12,2023-02-02,145,62,74,19,40,50,958,30,50,60,110,970
13,2023-02-02,107,44,56,14,26,45,618,30,30,50,80,970
5,2023-02-02,201,77,112,21,32,119,449,110,80,140,220,303
6,2023-02-02,201,75,114,24,55,88,549,90,80,140,220,970
1,2023-02-02,259,99,144,27,39,156,766,120,100,150,250,720
2,2023-02-02,202,83,107,27,39,101,613,80,80,110,190,303
3,2023-02-02,247,95,137,26,38,147,809,110,100,140,240,303
8,2023-02-02,259,99,144,27,39,156,766,110,80,130,210,630
9,2023-02-02,202,83,107,27,39,101,613,60,70,90,160,773
10,2023-02-02,247,95,137,26,38,147,809,100,80,120,200,815
11,2023-02-02,201,77,112,21,33,117,449,80,60,100,160,708
12,2023-02-02,201,75,114,24,55,88,549,50,60,100,160,708
5,2023-02-02,581,234,311,77,110,298,1282,260,270,370,640,815
6,2023-02-02,487,228,229,63,87,211,1436,180,260,270,530,630
2,2023-02-02,377,148,206,48,91,171,844,140,150,220,370,312
3,2023-02-02,271,104,150,33,55,141,596,100,110,150,260,773
8,2023-02-02,581,234,311,77,110,298,1282,190,200,270,470,563
9,2023-02-02,271,104,150,33,55,141,596,110,80,140,220,712
11,2023-02-02,487,228,229,63,88,209,1436,140,190,210,400,641
12,2023-02-02,569,240,294,91,125,251,1391,150,200,260,460,641
5,2023-02-02,50,19,28,5,17,16,774,20,20,30,50,712
6,2023-02-02,46,0,43,0,11,47,774,40,0,50,50,319
1,2023-02-02,48,18,27,5,17,15,818,20,10,30,40,319
2,2023-02-02,67,28,35,8,29,9,961,20,20,40,60,641
3,2023-02-02,58,23,31,7,19,18,620,20,20,30,50,641
8,2023-02-02,111,43,61,39,69,-12,256,10,30,60,90,573
9,2023-02-02,109,84,18,26,50,-47,625,-20,70,10,80,573
11,2023-02-02,87,35,47,11,38,13,191,10,30,40,70,417
12,2023-02-02,72,30,38,11,45,-10,165,-10,20,30,50,573
13,2023-02-02,79,33,41,12,45,-6,193,0,20,40,60,573
5,2023-02-02,131,50,73,14,25,71,814,70,50,90,140,314
6,2023-02-02,110,42,61,11,23,56,771,60,40,80,120,636
2,2023-02-02,206,86,107,32,65,62,484,50,90,110,200,573
3,2023-02-02,176,75,90,23,44,68,956,60,70,100,170,636
8,2023-02-02,60,22,34,6,17,25,452,30,10,30,40,419
9,2023-02-02,85,32,48,8,20,42,817,50,20,50,70,513
11,2023-02-02,213,80,120,26,58,92,640,60,60,110,170,614
12,2023-02-02,220,86,120,26,49,105,490,70,70,110,180,740
5,2023-02-02,362,170,170,47,72,145,1073,140,190,210,400,513
6,2023-02-02,141,59,73,22,55,27,331,40,60,90,150,513
1,2023-02-02,149,60,80,19,47,49,329,50,60,80,140,330
2,2023-02-02,136,52,76,16,38,56,357,50,50,80,130,330
3,2023-02-02,137,54,75,49,78,-4,427,20,50,80,130,513
8,2023-02-02,185,65,109,20,43,98,372,80,50,100,150,715
9,2023-02-02,123,47,68,13,25,64,772,50,40,60,100,920
11,2023-02-02,146,56,81,17,40,61,382,50,40,80,120,715
12,2023-02-02,165,65,90,58,87,4,513,10,50,80,130,920
5,2023-02-02,164,70,84,21,42,62,957,60,80,100,180,262
6,2023-02-02,117,48,62,15,27,52,617,50,50,70,120,715
1,2023-02-02,126,53,65,20,53,18,306,30,50,70,120,715
2,2023-02-02,234,92,128,83,113,22,541,40,90,140,230,715
3,2023-02-02,192,77,103,25,53,74,423,60,80,100,180,262
9,2023-02-02,206,86,107,32,66,61,484,50,60,90,150,475
10,2023-02-02,176,75,90,23,44,68,956,50,50,70,120,203
11,2023-02-02,131,50,73,14,25,71,814,60,50,80,130,475
13,2023-02-02,70,27,39,7,18,31,772,40,20,50,70,959
5,2023-02-02,165,65,90,58,87,4,513,20,60,90,150,203
6,2023-02-02,139,55,75,18,46,43,305,40,50,70,120,959
2,2023-02-02,346,130,195,42,74,180,945,130,120,180,300,860
8,2023-02-02,117,48,62,15,28,50,617,30,30,50,80,754
9,2023-02-02,126,53,65,20,53,18,306,20,40,50,90,904
10,2023-02-02,164,70,84,21,42,62,957,50,50,70,120,352
11,2023-02-02,85,32,48,8,20,42,817,40,30,50,80,850
13,2023-02-02,123,47,68,13,24,65,772,60,40,80,120,850
5,2023-02-02,234,92,128,83,112,24,541,40,80,130,210,850
6,2023-02-02,192,77,103,25,52,76,423,60,70,100,170,352
2,2023-02-02,213,80,120,26,57,93,640,80,70,120,190,561
3,2023-02-02,220,86,120,26,49,105,490,70,80,110,190,352
9,2023-02-02,141,59,73,22,55,27,331,30,40,60,100,508
11,2023-02-02,85,32,48,8,20,42,817,40,30,50,80,508
13,2023-02-02,60,22,34,6,17,25,452,30,20,40,60,978
5,2023-02-02,136,54,74,49,78,-6,451,10,50,70,120,774
7,2023-02-02,362,170,170,47,71,147,1073,110,160,170,330,774
2,2023-02-02,501,75,395,24,55,505,235,330,70,370,440,857
9,2023-02-02,79,33,41,12,45,-6,193,0,20,30,50,603
11,2023-02-02,48,18,27,5,16,16,818,20,10,30,40,603
13,2023-02-02,46,0,43,0,11,47,774,30,0,40,40,603
5,2023-02-02,111,43,61,39,68,-10,256,10,40,60,100,603
7,2023-02-02,72,30,38,11,44,-9,165,0,20,40,60,603
1,2023-02-02,108,41,60,13,35,37,236,40,30,60,90,603
2,2023-02-02,121,45,69,14,46,34,366,30,40,60,100,603
9,2023-02-02,528,240,255,91,124,194,1454,110,180,200,380,518
10,2023-02-02,192,213,-33,66,87,-178,1214,-80,160,-20,140,845
11,2023-02-02,247,95,137,26,37,148,809,120,100,150,250,347
12,2023-02-02,259,99,144,27,39,156,766,130,100,160,260,631
13,2023-02-02,201,77,112,21,33,117,449,90,80,120,200,347
5,2023-02-02,65,121,-60,110,143,-301,901,-190,110,-60,50,585
7,2023-02-02,618,228,352,63,88,392,1402,280,210,350,560,917
2,2023-02-02,687,258,387,90,142,364,2067,250,240,370,610,718
8,2023-02-02,119,49,63,16,28,52,617,40,40,60,100,318
9,2023-02-02,206,86,107,32,65,62,484,40,80,100,180,985
2,2023-02-02,100,38,56,10,22,50,772,60,40,70,110,504
3,2023-02-02,123,47,68,13,24,65,772,70,50,90,140,504
4,2023-02-02,165,65,90,58,88,3,342,10,50,80,130,318
5,2023-02-02,185,65,109,20,44,96,372,70,50,90,140,225
6,2023-02-02,146,56,81,17,40,61,382,50,40,70,110,985
8,2023-02-02,48,18,27,5,17,15,818,20,10,30,40,505
9,2023-02-02,67,28,35,8,30,7,961,20,20,40,60,505
2,2023-02-02,121,45,69,14,45,36,366,50,50,90,140,505
3,2023-02-02,109,84,18,26,49,-46,625,-20,100,20,120,505
4,2023-02-02,72,30,38,11,45,-10,104,0,20,30,50,505
5,2023-02-02,111,43,61,39,68,-10,256,0,30,50,80,505
6,2023-02-02,87,35,47,11,39,12,191,10,30,40,70,505
8,2023-02-02,126,53,65,20,54,16,306,20,50,60,110,580
9,2023-02-02,234,92,128,83,113,22,541,40,80,130,210,405
2,2023-02-02,107,44,56,14,27,43,618,50,50,70,120,405
3,2023-02-02,85,32,48,8,19,43,817,50,40,60,100,580
4,2023-02-02,220,86,120,26,50,104,300,70,70,100,170,580
5,2023-02-02,60,22,34,6,17,25,452,30,10,30,40,580
6,2023-02-02,213,80,120,26,57,93,640,70,60,110,170,405
