orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
4469,ZF1,1,3,2003-10-15 11:37:00,2003-10-15 12:35:00,EI,CASH,590.00,0.00,590.00,38.60,false,dbo
4470,ZM1,3,2,2003-10-15 19:24:00,2003-10-15 21:34:00,EI,CHK,520.00,0.00,520.00,34.02,false,dbo
4471,PH1,3,4,2003-10-15 19:49:00,2003-10-15 20:26:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
4248,ZF1,3,4,2003-09-11 10:44:00,2003-09-11 11:51:00,EI,CHK,420.00,0.00,420.00,27.48,false,dbo
1570,ZF1,4,2,2002-08-13 18:29:00,2002-08-13 20:39:00,EI,VISA,385.00,0.00,385.00,25.19,false,dbo
1571,ZM1,3,1,2002-08-13 19:01:00,2002-08-13 20:20:00,EI,CASH,1020.00,153.00,867.00,56.72,false,dbo
1572,ZM1,3,3,2002-08-13 19:31:00,2002-08-13 21:35:00,EI,MC,590.00,22.00,568.00,37.16,false,dbo
1573,PJ1,2,4,2002-08-13 19:44:00,2002-08-13 20:32:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1574,ZF1,4,5,2002-08-13 19:55:00,2002-08-13 20:45:00,EI,CASH,1345.00,186.75,1158.25,75.77,false,dbo
1575,ZF1,3,5,2002-08-14 10:51:00,2002-08-14 12:48:00,EI,CASH,20.00,0.00,20.00,1.31,false,dbo
1576,ZF1,6,3,2002-08-14 11:32:00,2002-08-14 13:36:00,EI,CASH,1310.00,174.00,1136.00,74.32,false,dbo
1577,ZF1,5,2,2002-08-14 18:29:00,2002-08-14 20:10:00,EI,CASH,1940.00,291.00,1649.00,107.88,false,dbo
1578,PH1,5,5,2002-08-14 19:05:00,2002-08-14 20:49:00,EI,MC,1560.00,156.00,1404.00,91.85,false,dbo
1579,ZM1,4,5,2002-08-14 20:05:00,2002-08-14 20:45:00,EI,CASH,255.00,0.00,255.00,16.68,false,dbo
1580,RH1,1,0,2002-08-15 11:55:00,2002-08-15 12:07:00,TG,CHK,230.00,0.00,230.00,15.05,false,dbo
1581,ZF1,1,4,2002-08-15 19:04:00,2002-08-15 19:50:00,EI,CHK,1070.00,0.00,1070.00,70.00,false,dbo
1582,RH2,5,2,2002-08-15 19:22:00,2002-08-15 21:36:00,EI,MC,1060.00,106.00,954.00,62.41,false,dbo
1583,ZF1,3,5,2002-08-15 19:53:00,2002-08-15 21:01:00,EI,CHK,320.00,0.00,320.00,20.93,false,dbo
1584,PJ1,2,3,2002-08-16 18:31:00,2002-08-16 20:23:00,EI,CASH,740.00,0.00,740.00,48.41,false,dbo
1585,ZF1,2,3,2002-08-16 18:32:00,2002-08-16 19:48:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
1586,ZF1,3,3,2002-08-16 18:38:00,2002-08-16 20:49:00,EI,CASH,130.00,0.00,130.00,8.50,false,dbo
1587,CS1,1,3,2002-08-16 18:38:00,2002-08-16 20:15:00,EI,MC,340.00,12.00,328.00,21.46,false,dbo
1588,PH1,4,5,2002-08-16 18:58:00,2002-08-16 19:30:00,EI,VISA,270.00,0.00,270.00,17.66,false,dbo
1589,ZM1,4,3,2002-08-16 19:00:00,2002-08-16 19:43:00,EI,VISA,1265.00,126.50,1138.50,74.48,false,dbo
1590,ZF1,4,1,2002-08-16 19:10:00,2002-08-16 20:25:00,EI,CASH,1565.00,227.25,1337.75,87.52,false,dbo
1591,PJ1,3,2,2002-08-16 19:21:00,2002-08-16 20:59:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
1592,ZF1,2,5,2002-08-16 19:50:00,2002-08-16 20:53:00,EI,CASH,1075.00,0.00,1075.00,70.33,false,dbo
1593,ZM1,1,5,2002-08-16 19:51:00,2002-08-16 20:34:00,EI,CHK,110.00,0.00,110.00,7.20,false,dbo
1594,ZF1,3,5,2002-08-16 19:54:00,2002-08-16 20:29:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
1595,PJ1,2,5,2002-08-16 19:58:00,2002-08-16 20:29:00,EI,CASH,595.00,0.00,595.00,38.93,false,dbo
1596,ZM1,1,1,2002-08-16 20:01:00,2002-08-16 20:45:00,EI,VISA,500.00,0.00,500.00,32.71,false,dbo
1597,ZF1,4,5,2002-08-16 20:05:00,2002-08-16 21:29:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
1598,ZF1,3,6,2002-08-16 20:06:00,2002-08-16 20:36:00,EI,MC,325.00,16.25,308.75,20.20,false,dbo
1599,ZM1,3,5,2002-08-17 10:57:00,2002-08-17 11:52:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
1600,PJ1,1,0,2002-08-17 10:59:00,2002-08-17 11:12:00,TG,MC,300.00,12.50,287.50,18.81,false,dbo
1601,ZM1,3,1,2002-08-17 11:12:00,2002-08-17 12:09:00,EI,MC,400.00,15.00,385.00,25.19,false,dbo
1602,PH1,4,1,2002-08-17 11:15:00,2002-08-17 13:33:00,EI,VISA,1340.00,134.00,1206.00,78.90,false,dbo
1603,PH1,2,5,2002-08-17 11:51:00,2002-08-17 13:56:00,EI,CHK,930.00,0.00,930.00,60.84,false,dbo
1604,ZF1,3,3,2002-08-17 12:00:00,2002-08-17 13:19:00,EI,MC,750.00,30.00,720.00,47.10,false,dbo
4250,ZM1,6,5,2003-09-11 18:51:00,2003-09-11 19:43:00,EI,CASH,1760.00,264.00,1496.00,97.87,false,dbo
4251,ZF1,3,3,2003-09-11 19:00:00,2003-09-11 20:19:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
4252,ZF1,3,1,2003-09-11 19:14:00,2003-09-11 21:21:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
4253,ZM1,3,5,2003-09-11 19:59:00,2003-09-11 21:15:00,EI,CHK,240.00,0.00,240.00,15.70,false,dbo
4254,ZF1,3,1,2003-09-11 20:18:00,2003-09-11 21:26:00,EI,MC,505.00,17.75,487.25,31.88,false,dbo
4255,ZM1,3,2,2003-09-11 20:22:00,2003-09-11 21:24:00,EI,CASH,1330.00,199.50,1130.50,73.96,false,dbo
4256,ZM1,1,2,2003-09-12 11:22:00,2003-09-12 13:01:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
4257,CS1,1,2,2003-09-12 11:29:00,2003-09-12 13:27:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
4258,ZF1,2,3,2003-09-12 11:33:00,2003-09-12 12:18:00,EI,MC,340.00,14.50,325.50,21.29,false,dbo
4259,ZF1,2,3,2003-09-12 11:33:00,2003-09-12 13:10:00,EI,CHK,195.00,0.00,195.00,12.76,false,dbo
4260,ZF1,1,0,2003-09-12 11:51:00,2003-09-12 12:17:00,TG,CASH,1375.00,206.25,1168.75,76.46,false,dbo
4261,PJ1,2,5,2003-09-12 11:59:00,2003-09-12 13:33:00,EI,VISA,1020.00,0.00,1020.00,66.73,false,dbo
4262,PH1,4,1,2003-09-12 12:18:00,2003-09-12 14:08:00,EI,CASH,870.00,0.00,870.00,56.92,false,dbo
4263,ZM1,2,3,2003-09-12 18:31:00,2003-09-12 19:32:00,EI,MC,540.00,22.00,518.00,33.89,false,dbo
4264,ZM1,1,3,2003-09-12 18:39:00,2003-09-12 21:01:00,EI,VISA,710.00,0.00,710.00,46.45,false,dbo
4265,ZF1,6,5,2003-09-12 18:54:00,2003-09-12 20:52:00,EI,MC,2125.00,425.00,1700.00,111.21,false,dbo
4266,ZF1,6,5,2003-09-12 18:57:00,2003-09-12 20:37:00,EI,CHK,2320.00,434.00,1886.00,123.38,false,dbo
4267,ZF1,3,2,2003-09-12 19:24:00,2003-09-12 20:11:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
4268,ZM1,3,3,2003-09-12 19:39:00,2003-09-12 21:59:00,EI,CASH,375.00,0.00,375.00,24.53,false,dbo
4269,ZF1,3,5,2003-09-12 19:53:00,2003-09-12 21:56:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
4270,PH1,5,1,2003-09-12 20:11:00,2003-09-12 20:58:00,EI,CASH,1350.00,187.50,1162.50,76.05,false,dbo
4271,RH1,1,1,2003-09-12 20:11:00,2003-09-12 20:54:00,EI,MC,440.00,19.50,420.50,27.51,false,dbo
4272,RH2,2,1,2003-09-12 20:19:00,2003-09-12 22:36:00,EI,MC,220.00,11.00,209.00,13.67,false,dbo
4273,ZF1,3,3,2003-09-13 11:03:00,2003-09-13 12:48:00,EI,CHK,140.00,0.00,140.00,9.16,false,dbo
4274,ZM1,3,4,2003-09-13 19:04:00,2003-09-13 20:30:00,EI,AMEX,245.00,0.00,245.00,16.03,false,dbo
4275,PJ1,2,1,2003-09-13 19:18:00,2003-09-13 19:55:00,EI,MC,440.00,19.50,420.50,27.51,false,dbo
4276,CS1,6,5,2003-09-13 19:54:00,2003-09-13 20:39:00,EI,MC,1520.00,142.00,1378.00,90.15,false,dbo
4277,ZM1,4,4,2003-09-13 20:04:00,2003-09-13 22:03:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
4278,ZM1,4,4,2003-09-13 20:04:00,2003-09-13 22:19:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
4279,PJ1,3,1,2003-09-13 20:17:00,2003-09-13 21:41:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
4280,ZF1,1,0,2003-09-14 11:00:00,2003-09-14 11:26:00,TG,CASH,270.00,0.00,270.00,17.66,false,dbo
4281,RH2,3,1,2003-09-14 11:11:00,2003-09-14 12:58:00,EI,CASH,720.00,0.00,720.00,47.10,false,dbo
4282,ZF1,3,1,2003-09-14 11:16:00,2003-09-14 11:51:00,EI,VISA,540.00,0.00,540.00,35.33,false,dbo
4283,ZM1,4,4,2003-09-14 18:40:00,2003-09-14 19:40:00,EI,MC,860.00,43.00,817.00,53.45,false,dbo
4284,ZM1,3,4,2003-09-14 18:44:00,2003-09-14 20:34:00,EI,CASH,940.00,0.00,940.00,61.50,false,dbo
4285,ZM1,3,5,2003-09-14 18:58:00,2003-09-14 20:52:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
4286,ZM1,2,1,2003-09-14 19:19:00,2003-09-14 20:02:00,EI,VISA,700.00,0.00,700.00,45.79,false,dbo
4287,ZM1,3,2,2003-09-14 19:26:00,2003-09-14 20:10:00,EI,MC,460.00,23.00,437.00,28.59,false,dbo
4288,ZF1,1,3,2003-09-14 19:33:00,2003-09-14 21:09:00,EI,CHK,220.00,0.00,220.00,14.39,false,dbo
4289,ZM1,3,4,2003-09-14 19:48:00,2003-09-14 21:37:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
4290,ZF1,4,5,2003-09-14 19:58:00,2003-09-14 21:44:00,EI,MC,1190.00,109.00,1081.00,70.72,false,dbo
4291,PJ1,3,3,2003-09-14 20:03:00,2003-09-14 20:55:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
4292,ZF1,2,1,2003-09-14 20:11:00,2003-09-14 20:51:00,EI,CHK,470.00,0.00,470.00,30.75,false,dbo
4293,ZF1,2,5,2003-09-15 10:52:00,2003-09-15 12:18:00,EI,VISA,900.00,0.00,900.00,58.88,false,dbo
4294,ZM1,1,4,2003-09-15 18:42:00,2003-09-15 19:20:00,EI,MC,60.00,3.00,57.00,3.73,false,dbo
4295,ZM1,1,4,2003-09-15 18:46:00,2003-09-15 19:36:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
4296,ZM1,3,2,2003-09-15 19:23:00,2003-09-15 21:19:00,EI,VISA,1000.00,0.00,1000.00,65.42,false,dbo
4297,ZF1,5,2,2003-09-15 20:20:00,2003-09-15 20:50:00,EI,VISA,1600.00,150.00,1450.00,94.86,false,dbo
4298,PH1,3,2,2003-09-16 19:25:00,2003-09-16 20:43:00,EI,AMEX,780.00,0.00,780.00,51.03,false,dbo
4299,ZF1,3,4,2003-09-17 11:45:00,2003-09-17 13:54:00,EI,CASH,795.00,0.00,795.00,52.01,false,dbo
4300,PJ1,1,0,2003-09-17 18:31:00,2003-09-17 18:57:00,TG,MC,720.00,28.50,691.50,45.24,false,dbo
4301,ZF1,6,4,2003-09-17 18:40:00,2003-09-17 20:32:00,EI,MC,1220.00,112.00,1108.00,72.49,false,dbo
4302,ZM1,4,3,2003-09-17 19:33:00,2003-09-17 20:34:00,EI,CASH,750.00,0.00,750.00,49.07,false,dbo
4303,CS1,2,5,2003-09-17 19:50:00,2003-09-17 21:41:00,EI,MC,550.00,22.50,527.50,34.51,false,dbo
4554,ZF1,1,1,2003-10-29 11:15:00,2003-10-29 13:31:00,EI,MC,320.00,11.00,309.00,20.21,false,dbo
4555,PJ1,3,4,2003-10-29 18:40:00,2003-10-29 20:26:00,EI,CASH,950.00,0.00,950.00,62.15,false,dbo
4556,ZF1,1,7,2003-10-29 19:07:00,2003-10-29 20:04:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
4557,PH1,3,1,2003-10-29 20:01:00,2003-10-29 20:36:00,EI,AMEX,470.00,0.00,470.00,30.75,false,dbo
4558,RH1,3,2,2003-10-30 11:21:00,2003-10-30 13:33:00,EI,MC,290.00,12.00,278.00,18.19,false,dbo
4559,ZM1,3,4,2003-10-30 11:46:00,2003-10-30 13:08:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
4560,ZM1,1,0,2003-10-30 12:21:00,2003-10-30 12:48:00,TG,CASH,935.00,0.00,935.00,61.17,false,dbo
4561,RH2,1,5,2003-10-30 19:52:00,2003-10-30 20:37:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
4562,ZM1,1,3,2003-10-31 10:38:00,2003-10-31 12:08:00,EI,VISA,220.00,0.00,220.00,14.39,false,dbo
4563,CS1,3,4,2003-10-31 10:45:00,2003-10-31 12:17:00,EI,MC,390.00,12.00,378.00,24.73,false,dbo
4564,ZF1,1,2,2003-10-31 11:21:00,2003-10-31 12:25:00,EI,CASH,1020.00,0.00,1020.00,66.73,false,dbo
4565,ZM1,1,4,2003-10-31 12:04:00,2003-10-31 14:02:00,EI,CASH,1000.00,0.00,1000.00,65.42,false,dbo
4566,RH1,3,1,2003-10-31 12:11:00,2003-10-31 13:46:00,EI,VISA,290.00,0.00,290.00,18.97,false,dbo
4567,ZF1,3,3,2003-10-31 18:30:00,2003-10-31 20:54:00,EI,CASH,550.00,0.00,550.00,35.98,false,dbo
4568,ZM1,3,8,2003-10-31 19:08:00,2003-10-31 19:39:00,EI,CASH,1380.00,207.00,1173.00,76.74,false,dbo
4569,PH1,3,1,2003-10-31 19:11:00,2003-10-31 21:10:00,EI,CASH,30.00,0.00,30.00,1.96,false,dbo
4570,PJ1,1,3,2003-10-31 19:32:00,2003-10-31 21:33:00,EI,CHK,300.00,0.00,300.00,19.63,false,dbo
4571,ZM1,3,3,2003-10-31 19:39:00,2003-10-31 21:32:00,EI,MC,750.00,30.00,720.00,47.10,false,dbo
4572,ZM1,3,5,2003-10-31 19:56:00,2003-10-31 21:12:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
4573,CS1,5,3,2003-10-31 20:00:00,2003-10-31 20:31:00,EI,MC,1480.00,133.00,1347.00,88.12,false,dbo
4574,ZF1,1,4,2003-10-31 20:04:00,2003-10-31 22:20:00,EI,MC,310.00,8.00,302.00,19.76,false,dbo
4575,PJ1,1,9,2003-10-31 20:09:00,2003-10-31 21:27:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
4576,ZF1,2,4,2003-11-01 11:04:00,2003-11-01 12:54:00,EI,MC,140.00,4.50,135.50,8.86,false,dbo
4577,PJ1,3,3,2003-11-01 19:03:00,2003-11-01 20:51:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
2184,AC1,4,3,2002-11-09 18:36:00,2002-11-09 19:16:00,EI,CHK,1320.00,132.00,1188.00,77.72,false,dbo
2185,ZM1,3,5,2002-11-09 18:50:00,2002-11-09 19:49:00,EI,CASH,780.00,0.00,780.00,51.03,false,dbo
2186,ZM1,3,5,2002-11-09 18:51:00,2002-11-09 19:25:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
2187,ZM1,3,1,2002-11-09 19:13:00,2002-11-09 20:14:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
2188,ZM1,3,1,2002-11-09 19:14:00,2002-11-09 20:42:00,EI,MC,150.00,7.50,142.50,9.32,false,dbo
2189,ZM1,2,1,2002-11-09 19:14:00,2002-11-09 21:28:00,EI,MC,390.00,12.00,378.00,24.73,false,dbo
4360,ZF1,1,0,2003-09-27 19:06:00,2003-09-27 19:32:00,TG,MC,450.00,22.50,427.50,27.97,false,dbo
4361,RH2,2,2,2003-09-27 19:25:00,2003-09-27 21:18:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
4362,PH1,4,5,2003-09-27 19:55:00,2003-09-27 21:57:00,EI,CASH,1500.00,202.50,1297.50,84.88,false,dbo
4363,ZM1,2,3,2003-09-27 20:00:00,2003-09-27 22:11:00,EI,CASH,85.00,0.00,85.00,5.56,false,dbo
4364,PJ1,2,1,2003-09-27 20:12:00,2003-09-27 21:23:00,EI,CHK,635.00,0.00,635.00,41.54,false,dbo
4365,ZF1,3,5,2003-09-28 10:50:00,2003-09-28 12:32:00,EI,AMEX,330.00,0.00,330.00,21.59,false,dbo
4366,PH1,1,5,2003-09-28 10:57:00,2003-09-28 13:06:00,EI,AMEX,1000.00,0.00,1000.00,65.42,false,dbo
4367,ZF1,1,5,2003-09-28 11:53:00,2003-09-28 14:02:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
4368,PH1,4,3,2003-09-28 18:32:00,2003-09-28 20:41:00,EI,CASH,60.00,0.00,60.00,3.93,false,dbo
4369,ZM1,1,4,2003-09-28 18:43:00,2003-09-28 19:23:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
4370,ZF1,5,4,2003-09-28 18:45:00,2003-09-28 20:13:00,EI,CASH,1860.00,271.50,1588.50,103.92,false,dbo
4371,ZF1,3,5,2003-09-28 18:52:00,2003-09-28 20:59:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
4372,ZF1,2,5,2003-09-28 18:53:00,2003-09-28 21:12:00,EI,VISA,450.00,0.00,450.00,29.44,false,dbo
4373,ZM1,3,3,2003-09-28 19:35:00,2003-09-28 20:33:00,EI,CASH,1260.00,174.00,1086.00,71.05,false,dbo
4374,ZM1,2,3,2003-09-28 19:37:00,2003-09-28 21:13:00,EI,CHK,140.00,0.00,140.00,9.16,false,dbo
4375,ZM1,6,5,2003-09-28 19:51:00,2003-09-28 21:13:00,EI,MC,1090.00,109.00,981.00,64.18,false,dbo
4376,ZM1,2,5,2003-09-28 19:57:00,2003-09-28 21:28:00,EI,CHK,460.00,0.00,460.00,30.09,false,dbo
4377,PJ1,4,2,2003-09-29 12:23:00,2003-09-29 14:34:00,EI,CASH,10.00,0.00,10.00,0.65,false,dbo
4120,PJ1,1,0,2003-08-23 11:52:00,2003-08-23 12:17:00,TG,MC,260.00,13.00,247.00,16.16,false,dbo
4121,ZM1,4,2,2003-08-23 12:21:00,2003-08-23 14:28:00,EI,CASH,215.00,0.00,215.00,14.07,false,dbo
4122,ZM1,1,3,2003-08-23 18:32:00,2003-08-23 20:10:00,EI,CASH,500.00,0.00,500.00,32.71,false,dbo
4123,RH2,3,1,2003-08-23 19:01:00,2003-08-23 21:02:00,EI,MC,210.00,10.50,199.50,13.05,false,dbo
4124,PH1,3,1,2003-08-23 19:10:00,2003-08-23 19:53:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
4125,ZF1,3,5,2003-08-24 10:50:00,2003-08-24 12:23:00,EI,CASH,500.00,0.00,500.00,32.71,false,dbo
4126,ZM1,5,5,2003-08-24 11:05:00,2003-08-24 12:33:00,EI,CASH,1180.00,177.00,1003.00,65.62,false,dbo
4127,ZM1,2,8,2003-08-24 11:08:00,2003-08-24 12:33:00,EI,MC,20.00,1.00,19.00,1.24,false,dbo
4128,ZM1,3,1,2003-08-24 11:10:00,2003-08-24 12:12:00,EI,MC,580.00,21.50,558.50,36.54,false,dbo
4129,PJ1,2,1,2003-08-24 11:13:00,2003-08-24 12:49:00,EI,CASH,15.00,0.00,15.00,0.98,false,dbo
4130,AC1,2,2,2003-08-24 11:20:00,2003-08-24 13:03:00,EI,CHK,410.00,0.00,410.00,26.82,false,dbo
4131,ZF1,1,2,2003-08-24 11:26:00,2003-08-24 13:22:00,EI,CASH,530.00,0.00,530.00,34.67,false,dbo
4132,RH2,4,5,2003-08-24 11:58:00,2003-08-24 13:27:00,EI,CHK,380.00,0.00,380.00,24.86,false,dbo
4133,RH1,4,2,2003-08-24 12:02:00,2003-08-24 13:50:00,EI,MC,150.00,7.50,142.50,9.32,false,dbo
4134,ZM1,2,3,2003-08-24 18:36:00,2003-08-24 19:49:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
4135,ZM1,6,4,2003-08-24 19:43:00,2003-08-24 21:12:00,EI,VISA,1300.00,130.00,1170.00,76.54,false,dbo
4136,ZM1,1,4,2003-08-24 20:04:00,2003-08-24 21:29:00,EI,CASH,40.00,0.00,40.00,2.62,false,dbo
4137,ZM1,3,5,2003-08-25 11:52:00,2003-08-25 14:06:00,EI,MC,1620.00,152.00,1468.00,96.04,false,dbo
2226,RH2,2,2,2002-11-15 19:28:00,2002-11-15 21:42:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2227,PH1,4,2,2002-11-15 20:02:00,2002-11-15 21:28:00,EI,CASH,1330.00,184.50,1145.50,74.94,false,dbo
2228,ZM1,4,1,2002-11-15 20:11:00,2002-11-15 21:51:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
2229,PH1,4,1,2002-11-15 20:15:00,2002-11-15 21:51:00,EI,CASH,250.00,0.00,250.00,16.36,false,dbo
2230,PH1,5,4,2002-11-16 10:45:00,2002-11-16 12:42:00,EI,MC,1850.00,180.00,1670.00,109.25,false,dbo
2231,ZF1,2,5,2002-11-16 10:53:00,2002-11-16 12:37:00,EI,CASH,540.00,0.00,540.00,35.33,false,dbo
2232,ZM1,3,2,2002-11-16 11:24:00,2002-11-16 13:18:00,EI,CHK,1160.00,101.00,1059.00,69.28,false,dbo
2233,ZM1,4,3,2002-11-16 11:37:00,2002-11-16 12:58:00,EI,MC,550.00,20.00,530.00,34.67,false,dbo
2234,ZF1,4,2,2002-11-16 12:02:00,2002-11-16 13:48:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
2235,PJ1,3,1,2002-11-16 12:10:00,2002-11-16 13:43:00,EI,MC,360.00,13.00,347.00,22.70,false,dbo
2236,ZF1,2,1,2002-11-16 12:11:00,2002-11-16 14:27:00,EI,MC,360.00,10.50,349.50,22.86,false,dbo
2237,PJ1,2,4,2002-11-16 18:40:00,2002-11-16 19:58:00,EI,CASH,315.00,0.00,315.00,20.61,false,dbo
2238,ZF1,4,6,2002-11-16 19:06:00,2002-11-16 20:59:00,EI,CHK,340.00,0.00,340.00,22.24,false,dbo
2239,PJ1,5,1,2002-11-16 19:14:00,2002-11-16 21:31:00,EI,MC,1080.00,108.00,972.00,63.59,false,dbo
2240,ZM1,1,0,2002-11-16 19:18:00,2002-11-16 19:34:00,TG,MC,1445.00,139.50,1305.50,85.41,false,dbo
2241,ZM1,3,2,2002-11-16 19:20:00,2002-11-16 20:51:00,EI,CASH,550.00,0.00,550.00,35.98,false,dbo
4378,RH1,1,5,2003-09-29 19:51:00,2003-09-29 22:03:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
4379,ZM1,2,2,2003-09-30 12:23:00,2003-09-30 12:52:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
4380,ZM1,1,0,2003-09-30 12:27:00,2003-09-30 12:53:00,TG,CHK,605.00,0.00,605.00,39.58,false,dbo
4381,RH1,3,3,2003-09-30 18:36:00,2003-09-30 20:26:00,EI,CHK,120.00,0.00,120.00,7.85,false,dbo
4382,ZF1,4,2,2003-09-30 19:28:00,2003-09-30 21:49:00,EI,CASH,405.00,0.00,405.00,26.50,false,dbo
4383,ZF1,3,1,2003-09-30 20:16:00,2003-09-30 22:02:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
4384,ZF1,3,5,2003-10-01 18:53:00,2003-10-01 19:49:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
4385,ZM1,3,2,2003-10-02 12:26:00,2003-10-02 14:14:00,EI,CASH,65.00,0.00,65.00,4.25,false,dbo
4386,ZM1,1,3,2003-10-02 18:39:00,2003-10-02 20:48:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
4387,ZM1,3,5,2003-10-02 19:54:00,2003-10-02 21:51:00,EI,CASH,845.00,0.00,845.00,55.28,false,dbo
4388,ZM1,3,5,2003-10-03 10:50:00,2003-10-03 12:44:00,EI,MC,340.00,12.00,328.00,21.46,false,dbo
4389,RH2,3,5,2003-10-03 10:51:00,2003-10-03 12:18:00,EI,CASH,965.00,0.00,965.00,63.13,false,dbo
4390,ZF1,1,1,2003-10-03 11:01:00,2003-10-03 12:01:00,EI,CASH,925.00,0.00,925.00,60.51,false,dbo
4391,PJ1,3,1,2003-10-03 11:19:00,2003-10-03 11:51:00,EI,CASH,590.00,0.00,590.00,38.60,false,dbo
4392,PJ1,1,3,2003-10-03 18:30:00,2003-10-03 20:41:00,EI,MC,480.00,16.50,463.50,30.32,false,dbo
4393,ZM1,3,3,2003-10-03 18:32:00,2003-10-03 20:09:00,EI,AMEX,370.00,0.00,370.00,24.21,false,dbo
4394,PJ1,1,4,2003-10-03 19:43:00,2003-10-03 22:05:00,EI,CASH,530.00,0.00,530.00,34.67,false,dbo
4395,PH1,3,4,2003-10-03 19:44:00,2003-10-03 21:41:00,EI,AMEX,555.00,0.00,555.00,36.31,false,dbo
4396,ZF1,1,4,2003-10-04 10:47:00,2003-10-04 11:38:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
4397,PJ1,3,2,2003-10-04 11:23:00,2003-10-04 12:48:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
4398,PH1,5,3,2003-10-04 11:32:00,2003-10-04 13:29:00,EI,CASH,1660.00,249.00,1411.00,92.31,false,dbo
4399,ZM1,1,5,2003-10-04 11:51:00,2003-10-04 14:06:00,EI,CHK,360.00,0.00,360.00,23.55,false,dbo
4400,ZM1,1,0,2003-10-04 12:18:00,2003-10-04 12:45:00,TG,MC,540.00,24.50,515.50,33.72,false,dbo
4401,PJ1,1,2,2003-10-04 12:22:00,2003-10-04 13:43:00,EI,CASH,460.00,0.00,460.00,30.09,false,dbo
4402,AC1,3,3,2003-10-04 18:34:00,2003-10-04 20:06:00,EI,CASH,490.00,0.00,490.00,32.06,false,dbo
4403,ZF1,3,4,2003-10-04 18:44:00,2003-10-04 20:18:00,EI,CASH,205.00,0.00,205.00,13.41,false,dbo
4404,ZF1,1,5,2003-10-04 18:59:00,2003-10-04 21:01:00,EI,CHK,260.00,0.00,260.00,17.01,false,dbo
4405,ZF1,3,2,2003-10-04 19:02:00,2003-10-04 21:22:00,EI,CASH,545.00,0.00,545.00,35.65,false,dbo
4406,ZF1,1,1,2003-10-04 19:15:00,2003-10-04 20:47:00,EI,CHK,430.00,0.00,430.00,28.13,false,dbo
4407,ZM1,1,2,2003-10-04 19:26:00,2003-10-04 20:53:00,EI,AMEX,235.00,0.00,235.00,15.37,false,dbo
4408,ZM1,1,4,2003-10-05 10:43:00,2003-10-05 11:13:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
4409,ZM1,5,1,2003-10-05 11:11:00,2003-10-05 12:05:00,EI,VISA,1510.00,141.00,1369.00,89.56,false,dbo
4410,ZF1,1,7,2003-10-05 19:07:00,2003-10-05 20:41:00,EI,VISA,450.00,0.00,450.00,29.44,false,dbo
