"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20071110","39396","7","Saturday","Sábado","Samedi","10","314","45","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071111","39397","1","Sunday","Domingo","Dimanche","11","315","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071112","39398","2","Monday","Lunes","Lundi","12","316","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071113","39399","3","Tuesday","Martes","Mardi","13","317","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071114","39400","4","Wednesday","Miércoles","Mercredi","14","318","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071115","39401","5","Thursday","Jueves","Jeudi","15","319","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071116","39402","6","Friday","Viernes","Vendredi","16","320","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071117","39403","7","Saturday","Sábado","Samedi","17","321","46","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071118","39404","1","Sunday","Domingo","Dimanche","18","322","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071119","39405","2","Monday","Lunes","Lundi","19","323","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071120","39406","3","Tuesday","Martes","Mardi","20","324","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071121","39407","4","Wednesday","Miércoles","Mercredi","21","325","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071122","39408","5","Thursday","Jueves","Jeudi","22","326","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071123","39409","6","Friday","Viernes","Vendredi","23","327","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071124","39410","7","Saturday","Sábado","Samedi","24","328","47","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071125","39411","1","Sunday","Domingo","Dimanche","25","329","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071126","39412","2","Monday","Lunes","Lundi","26","330","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071127","39413","3","Tuesday","Martes","Mardi","27","331","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071128","39414","4","Wednesday","Miércoles","Mercredi","28","332","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071129","39415","5","Thursday","Jueves","Jeudi","29","333","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071130","39416","6","Friday","Viernes","Vendredi","30","334","48","November","Noviembre","Novembre","11","4","2007","2","2","2008","1"
"20071201","39417","7","Saturday","Sábado","Samedi","1","335","48","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071202","39418","1","Sunday","Domingo","Dimanche","2","336","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071203","39419","2","Monday","Lunes","Lundi","3","337","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071204","39420","3","Tuesday","Martes","Mardi","4","338","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071205","39421","4","Wednesday","Miércoles","Mercredi","5","339","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071206","39422","5","Thursday","Jueves","Jeudi","6","340","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071207","39423","6","Friday","Viernes","Vendredi","7","341","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071208","39424","7","Saturday","Sábado","Samedi","8","342","49","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071209","39425","1","Sunday","Domingo","Dimanche","9","343","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071210","39426","2","Monday","Lunes","Lundi","10","344","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071211","39427","3","Tuesday","Martes","Mardi","11","345","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071212","39428","4","Wednesday","Miércoles","Mercredi","12","346","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071213","39429","5","Thursday","Jueves","Jeudi","13","347","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071214","39430","6","Friday","Viernes","Vendredi","14","348","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071215","39431","7","Saturday","Sábado","Samedi","15","349","50","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071216","39432","1","Sunday","Domingo","Dimanche","16","350","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071217","39433","2","Monday","Lunes","Lundi","17","351","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071218","39434","3","Tuesday","Martes","Mardi","18","352","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071219","39435","4","Wednesday","Miércoles","Mercredi","19","353","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071220","39436","5","Thursday","Jueves","Jeudi","20","354","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071221","39437","6","Friday","Viernes","Vendredi","21","355","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071222","39438","7","Saturday","Sábado","Samedi","22","356","51","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071223","39439","1","Sunday","Domingo","Dimanche","23","357","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071224","39440","2","Monday","Lunes","Lundi","24","358","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071225","39441","3","Tuesday","Martes","Mardi","25","359","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071226","39442","4","Wednesday","Miércoles","Mercredi","26","360","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071227","39443","5","Thursday","Jueves","Jeudi","27","361","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071228","39444","6","Friday","Viernes","Vendredi","28","362","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071229","39445","7","Saturday","Sábado","Samedi","29","363","52","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071230","39446","1","Sunday","Domingo","Dimanche","30","364","53","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20071231","39447","2","Monday","Lunes","Lundi","31","365","53","December","Diciembre","Décembre","12","4","2007","2","2","2008","1"
"20080101","39448","3","Tuesday","Martes","Mardi","1","1","1","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080102","39449","4","Wednesday","Miércoles","Mercredi","2","2","1","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080103","39450","5","Thursday","Jueves","Jeudi","3","3","1","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080104","39451","6","Friday","Viernes","Vendredi","4","4","1","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080105","39452","7","Saturday","Sábado","Samedi","5","5","1","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080106","39453","1","Sunday","Domingo","Dimanche","6","6","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080107","39454","2","Monday","Lunes","Lundi","7","7","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080108","39455","3","Tuesday","Martes","Mardi","8","8","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080109","39456","4","Wednesday","Miércoles","Mercredi","9","9","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080110","39457","5","Thursday","Jueves","Jeudi","10","10","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080111","39458","6","Friday","Viernes","Vendredi","11","11","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080112","39459","7","Saturday","Sábado","Samedi","12","12","2","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080113","39460","1","Sunday","Domingo","Dimanche","13","13","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080114","39461","2","Monday","Lunes","Lundi","14","14","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080115","39462","3","Tuesday","Martes","Mardi","15","15","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080116","39463","4","Wednesday","Miércoles","Mercredi","16","16","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080117","39464","5","Thursday","Jueves","Jeudi","17","17","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080118","39465","6","Friday","Viernes","Vendredi","18","18","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080119","39466","7","Saturday","Sábado","Samedi","19","19","3","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080120","39467","1","Sunday","Domingo","Dimanche","20","20","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080121","39468","2","Monday","Lunes","Lundi","21","21","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080122","39469","3","Tuesday","Martes","Mardi","22","22","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080123","39470","4","Wednesday","Miércoles","Mercredi","23","23","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080124","39471","5","Thursday","Jueves","Jeudi","24","24","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080125","39472","6","Friday","Viernes","Vendredi","25","25","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080126","39473","7","Saturday","Sábado","Samedi","26","26","4","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080127","39474","1","Sunday","Domingo","Dimanche","27","27","5","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080128","39475","2","Monday","Lunes","Lundi","28","28","5","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080129","39476","3","Tuesday","Martes","Mardi","29","29","5","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080130","39477","4","Wednesday","Miércoles","Mercredi","30","30","5","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080131","39478","5","Thursday","Jueves","Jeudi","31","31","5","January","Enero","Janvier","1","1","2008","1","3","2008","2"
"20080201","39479","6","Friday","Viernes","Vendredi","1","32","5","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080202","39480","7","Saturday","Sábado","Samedi","2","33","5","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080203","39481","1","Sunday","Domingo","Dimanche","3","34","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080204","39482","2","Monday","Lunes","Lundi","4","35","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080205","39483","3","Tuesday","Martes","Mardi","5","36","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080206","39484","4","Wednesday","Miércoles","Mercredi","6","37","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080207","39485","5","Thursday","Jueves","Jeudi","7","38","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080208","39486","6","Friday","Viernes","Vendredi","8","39","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080209","39487","7","Saturday","Sábado","Samedi","9","40","6","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080210","39488","1","Sunday","Domingo","Dimanche","10","41","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080211","39489","2","Monday","Lunes","Lundi","11","42","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080212","39490","3","Tuesday","Martes","Mardi","12","43","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080213","39491","4","Wednesday","Miércoles","Mercredi","13","44","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080214","39492","5","Thursday","Jueves","Jeudi","14","45","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080215","39493","6","Friday","Viernes","Vendredi","15","46","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080216","39494","7","Saturday","Sábado","Samedi","16","47","7","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080217","39495","1","Sunday","Domingo","Dimanche","17","48","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080218","39496","2","Monday","Lunes","Lundi","18","49","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080219","39497","3","Tuesday","Martes","Mardi","19","50","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080220","39498","4","Wednesday","Miércoles","Mercredi","20","51","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080221","39499","5","Thursday","Jueves","Jeudi","21","52","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080222","39500","6","Friday","Viernes","Vendredi","22","53","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080223","39501","7","Saturday","Sábado","Samedi","23","54","8","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080224","39502","1","Sunday","Domingo","Dimanche","24","55","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080225","39503","2","Monday","Lunes","Lundi","25","56","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080226","39504","3","Tuesday","Martes","Mardi","26","57","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080227","39505","4","Wednesday","Miércoles","Mercredi","27","58","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080228","39506","5","Thursday","Jueves","Jeudi","28","59","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080229","39507","6","Friday","Viernes","Vendredi","29","60","9","February","Febrero","Février","2","1","2008","1","3","2008","2"
"20080301","39508","7","Saturday","Sábado","Samedi","1","61","9","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080302","39509","1","Sunday","Domingo","Dimanche","2","62","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080303","39510","2","Monday","Lunes","Lundi","3","63","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080304","39511","3","Tuesday","Martes","Mardi","4","64","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080305","39512","4","Wednesday","Miércoles","Mercredi","5","65","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080306","39513","5","Thursday","Jueves","Jeudi","6","66","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080307","39514","6","Friday","Viernes","Vendredi","7","67","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080308","39515","7","Saturday","Sábado","Samedi","8","68","10","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080309","39516","1","Sunday","Domingo","Dimanche","9","69","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080310","39517","2","Monday","Lunes","Lundi","10","70","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080311","39518","3","Tuesday","Martes","Mardi","11","71","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080312","39519","4","Wednesday","Miércoles","Mercredi","12","72","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080313","39520","5","Thursday","Jueves","Jeudi","13","73","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080314","39521","6","Friday","Viernes","Vendredi","14","74","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080315","39522","7","Saturday","Sábado","Samedi","15","75","11","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080316","39523","1","Sunday","Domingo","Dimanche","16","76","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080317","39524","2","Monday","Lunes","Lundi","17","77","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080318","39525","3","Tuesday","Martes","Mardi","18","78","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080319","39526","4","Wednesday","Miércoles","Mercredi","19","79","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080320","39527","5","Thursday","Jueves","Jeudi","20","80","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080321","39528","6","Friday","Viernes","Vendredi","21","81","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080322","39529","7","Saturday","Sábado","Samedi","22","82","12","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080323","39530","1","Sunday","Domingo","Dimanche","23","83","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080324","39531","2","Monday","Lunes","Lundi","24","84","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080325","39532","3","Tuesday","Martes","Mardi","25","85","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080326","39533","4","Wednesday","Miércoles","Mercredi","26","86","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080327","39534","5","Thursday","Jueves","Jeudi","27","87","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080328","39535","6","Friday","Viernes","Vendredi","28","88","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080329","39536","7","Saturday","Sábado","Samedi","29","89","13","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080330","39537","1","Sunday","Domingo","Dimanche","30","90","14","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080331","39538","2","Monday","Lunes","Lundi","31","91","14","March","Marzo","Mars","3","1","2008","1","3","2008","2"
"20080401","39539","3","Tuesday","Martes","Mardi","1","92","14","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080402","39540","4","Wednesday","Miércoles","Mercredi","2","93","14","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080403","39541","5","Thursday","Jueves","Jeudi","3","94","14","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080404","39542","6","Friday","Viernes","Vendredi","4","95","14","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080405","39543","7","Saturday","Sábado","Samedi","5","96","14","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080406","39544","1","Sunday","Domingo","Dimanche","6","97","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080407","39545","2","Monday","Lunes","Lundi","7","98","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080408","39546","3","Tuesday","Martes","Mardi","8","99","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080409","39547","4","Wednesday","Miércoles","Mercredi","9","100","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080410","39548","5","Thursday","Jueves","Jeudi","10","101","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080411","39549","6","Friday","Viernes","Vendredi","11","102","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080412","39550","7","Saturday","Sábado","Samedi","12","103","15","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080413","39551","1","Sunday","Domingo","Dimanche","13","104","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080414","39552","2","Monday","Lunes","Lundi","14","105","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080415","39553","3","Tuesday","Martes","Mardi","15","106","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080416","39554","4","Wednesday","Miércoles","Mercredi","16","107","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080417","39555","5","Thursday","Jueves","Jeudi","17","108","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080418","39556","6","Friday","Viernes","Vendredi","18","109","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080419","39557","7","Saturday","Sábado","Samedi","19","110","16","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080420","39558","1","Sunday","Domingo","Dimanche","20","111","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080421","39559","2","Monday","Lunes","Lundi","21","112","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080422","39560","3","Tuesday","Martes","Mardi","22","113","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080423","39561","4","Wednesday","Miércoles","Mercredi","23","114","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080424","39562","5","Thursday","Jueves","Jeudi","24","115","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080425","39563","6","Friday","Viernes","Vendredi","25","116","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080426","39564","7","Saturday","Sábado","Samedi","26","117","17","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080427","39565","1","Sunday","Domingo","Dimanche","27","118","18","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080428","39566","2","Monday","Lunes","Lundi","28","119","18","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080429","39567","3","Tuesday","Martes","Mardi","29","120","18","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080430","39568","4","Wednesday","Miércoles","Mercredi","30","121","18","April","Abril","Avril","4","2","2008","1","4","2008","2"
"20080501","39569","5","Thursday","Jueves","Jeudi","1","122","18","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080502","39570","6","Friday","Viernes","Vendredi","2","123","18","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080503","39571","7","Saturday","Sábado","Samedi","3","124","18","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080504","39572","1","Sunday","Domingo","Dimanche","4","125","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080505","39573","2","Monday","Lunes","Lundi","5","126","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080506","39574","3","Tuesday","Martes","Mardi","6","127","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080507","39575","4","Wednesday","Miércoles","Mercredi","7","128","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080508","39576","5","Thursday","Jueves","Jeudi","8","129","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080509","39577","6","Friday","Viernes","Vendredi","9","130","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080510","39578","7","Saturday","Sábado","Samedi","10","131","19","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080511","39579","1","Sunday","Domingo","Dimanche","11","132","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080512","39580","2","Monday","Lunes","Lundi","12","133","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080513","39581","3","Tuesday","Martes","Mardi","13","134","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080514","39582","4","Wednesday","Miércoles","Mercredi","14","135","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080515","39583","5","Thursday","Jueves","Jeudi","15","136","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080516","39584","6","Friday","Viernes","Vendredi","16","137","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080517","39585","7","Saturday","Sábado","Samedi","17","138","20","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080518","39586","1","Sunday","Domingo","Dimanche","18","139","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080519","39587","2","Monday","Lunes","Lundi","19","140","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080520","39588","3","Tuesday","Martes","Mardi","20","141","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080521","39589","4","Wednesday","Miércoles","Mercredi","21","142","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080522","39590","5","Thursday","Jueves","Jeudi","22","143","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080523","39591","6","Friday","Viernes","Vendredi","23","144","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080524","39592","7","Saturday","Sábado","Samedi","24","145","21","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080525","39593","1","Sunday","Domingo","Dimanche","25","146","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080526","39594","2","Monday","Lunes","Lundi","26","147","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080527","39595","3","Tuesday","Martes","Mardi","27","148","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080528","39596","4","Wednesday","Miércoles","Mercredi","28","149","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080529","39597","5","Thursday","Jueves","Jeudi","29","150","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080530","39598","6","Friday","Viernes","Vendredi","30","151","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080531","39599","7","Saturday","Sábado","Samedi","31","152","22","May","Mayo","Mai","5","2","2008","1","4","2008","2"
"20080601","39600","1","Sunday","Domingo","Dimanche","1","153","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080602","39601","2","Monday","Lunes","Lundi","2","154","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080603","39602","3","Tuesday","Martes","Mardi","3","155","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080604","39603","4","Wednesday","Miércoles","Mercredi","4","156","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080605","39604","5","Thursday","Jueves","Jeudi","5","157","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080606","39605","6","Friday","Viernes","Vendredi","6","158","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080607","39606","7","Saturday","Sábado","Samedi","7","159","23","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080608","39607","1","Sunday","Domingo","Dimanche","8","160","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080609","39608","2","Monday","Lunes","Lundi","9","161","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080610","39609","3","Tuesday","Martes","Mardi","10","162","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080611","39610","4","Wednesday","Miércoles","Mercredi","11","163","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080612","39611","5","Thursday","Jueves","Jeudi","12","164","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080613","39612","6","Friday","Viernes","Vendredi","13","165","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080614","39613","7","Saturday","Sábado","Samedi","14","166","24","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080615","39614","1","Sunday","Domingo","Dimanche","15","167","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080616","39615","2","Monday","Lunes","Lundi","16","168","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080617","39616","3","Tuesday","Martes","Mardi","17","169","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080618","39617","4","Wednesday","Miércoles","Mercredi","18","170","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080619","39618","5","Thursday","Jueves","Jeudi","19","171","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080620","39619","6","Friday","Viernes","Vendredi","20","172","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080621","39620","7","Saturday","Sábado","Samedi","21","173","25","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080622","39621","1","Sunday","Domingo","Dimanche","22","174","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080623","39622","2","Monday","Lunes","Lundi","23","175","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080624","39623","3","Tuesday","Martes","Mardi","24","176","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080625","39624","4","Wednesday","Miércoles","Mercredi","25","177","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080626","39625","5","Thursday","Jueves","Jeudi","26","178","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
"20080627","39626","6","Friday","Viernes","Vendredi","27","179","26","June","Junio","Juin","6","2","2008","1","4","2008","2"
